"Number","User","Date Submitted","Country","Source URL","Device","Browser","OS","Hotjar User ID","What is stopping you from making a booking?","Tags for: What is stopping you from making a booking?"
"49","c0e1f616","2023-08-16 03:51:03","Russia","https://be.synxis.com/?_ga=2.52603691.286573760.1692155978-1254920678.1692155978&adult=2&arrive=2024-01-23&chain=21615&child=1&currency=THB&depart=2024-01-25&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Edge 115.0.1901","Windows 10","c0e1f616-2beb-5e1d-ab7c-89ce6216bbac","подскажите конечная цена на номер делюкс 23.01.2024 по 25.01.2024 2 взрослых человека 1 ребенок 4 года",""
"48","f284a463","2023-08-15 21:24:31","Canada","https://be.synxis.com/?_ga=2.68140177.1012795294.1692134464-504998292.1692134464&adult=1&arrive=2023-11-24&chain=21615&child=0&currency=THB&depart=2023-11-25&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 107.0.0","Mac OS X 10.15.7","f284a463-f05c-5cd8-83d0-034ebd088fc0","is there breakfast",""
"47","5e081e27","2023-08-07 01:36:24","United States","https://be.synxis.com/?_ga=2.243785282.691449306.1691371993-1460580342.1691371993&adult=2&arrive=2023-08-11&chain=21615&child=0&currency=THB&depart=2023-08-13&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 115.0.0","Windows 10","5e081e27-7882-5f6e-a998-f5fd45f6d31e","hidden fees",""
"46","e2241ba4","2023-08-05 09:38:44","Germany","https://be.synxis.com/?_ga=2.99030486.993428633.1691227935-1374570571.1691227929&adult=2&arrive=2023-08-21&chain=21615&child=1&childages=8&currency=THB&depart=2023-08-25&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Firefox 102.0","Windows 10","e2241ba4-983c-50bb-8386-73824c580e0b","price",""
"45","f063cf23","2023-08-02 13:22:44","Netherlands","https://be.synxis.com/?_ga=2.242888898.1953662180.1690971215-158701242.1690971215&adult=2,2&arrive=2023-08-15&chain=21615&child=0,0&childages=,&currency=THB&depart=2023-08-18&hotel=76621&level=chain&locale=en-US&rooms=2","desktop","Chrome 114.0.0","Windows 10","f063cf23-94a0-5000-b650-3ade069ee5e9","How do I receive a meber rate?",""
"44","49494c28","2023-07-31 03:51:57","Thailand","https://be.synxis.com/?_ga=2.247512391.1911965320.1690775183-66189817.1689567442&adult=1,1,1&arrive=2023-08-03&chain=21615&child=0,0,0&childages=,,&currency=THB&depart=2023-08-12&hotel=76621&level=chain&locale=en-US&rooms=3","desktop","Chrome 115.0.0","Windows 10","49494c28-b6ff-545f-af84-35bfad3f7aa6","Can I make make booking first and pay later?",""
"43","dd1da24f","2023-07-26 05:16:59","Australia","https://be.synxis.com/review?_ga=2.122001675.1036219007.1690348114-350955531.1690348114&_gl=1*nzwyd0*_ga*MzUwOTU1NTMxLjE2OTAzNDgxMTQ.*_ga_TZ709VR8VJ*MTY5MDM0ODExNC4xLjAuMTY5MDM0ODExNC4wLjAuMA..*_ga_KHJQN8MFLN*MTY5MDM0ODExNC4xLjAuMTY5MDM0ODExNC4wLjAuMA..&adult=2&arrive=2023-09-20&chain=21615&child=0&currency=THB&depart=2023-09-22&hotel=76621&level=hotel&locale=en-US&rooms=1&sbe_pl=1&sbe_rc=NzJjNDMyNWUtMTlkZC00ZjFhLWFkMmUtNjUzYjA2MTlhZTM3&utm_campaign=members-login&utm_medium=link&utm_source=top-nav-menu","desktop","Chrome 114.0.0","Chrome OS 14541.0.0","dd1da24f-6885-5479-b40f-7af1888ff124","The website won't complete the reservation",""
"42","8da07ed0","2023-07-24 18:05:39","Italy","https://be.synxis.com/?_ga=2.68169937.1532874803.1690221849-1166195936.1690221849&adult=2&arrive=2023-10-09&chain=21615&child=0&currency=THB&depart=2023-10-10&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Firefox 115.0","Windows 10","8da07ed0-d4d2-5394-bc9a-f09f0acd6651","do you offer an airport shuttle ? How long is the ride ?",""
"41","5f096a0c","2023-07-24 12:26:00","Germany","https://be.synxis.com/?_ga=2.131611021.383044924.1690201347-872474681.1690201347&adult=2&arrive=2023-12-02&chain=21615&child=0&currency=THB&depart=2023-12-07&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Edge 115.0.1901","Windows 10","5f096a0c-8e64-5b2e-a335-f50d8ebab378","looking for price for breakfast",""
"40","6a2f4f6a","2023-07-20 13:49:38","Germany","https://be.synxis.com/?_ga=2.183102306.578155912.1689859642-343425132.1689859642&adult=2&arrive=2024-01-07&chain=21615&child=0&currency=THB&depart=2024-01-08&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","6a2f4f6a-b8a7-5b23-9621-a7e59637d5db","price",""
"39","aec70a63","2023-07-20 08:41:34","South Korea","https://be.synxis.com/?adult=2&arrive=2023-09-22&chain=21615&child=0&currency=USD&depart=2023-09-25&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Whale 3.21.192","Windows 10","aec70a63-11fb-5663-b986-987dc4fb7ede","Hello. We are going to stay for 3 nights and 4 days from September 22nd to September 25th, and an additional 3 nights and 4 days from September 27th to September 30th.

We will reserve a total of two rooms, and one adult will use each.

We want to reserve a room at the lowest possible price.

If you like the price you're offering, we'll even pay right away. (Non-refundable reservation, not a cancelable reservation)

We even saw a product in Agoda that was in the early 2,000 baht including breakfast and tax a few days ago, but we can't see it now.

We look forward to your acceptable room offer.",""
"38","9c77576b","2023-07-19 01:26:52","United States","https://be.synxis.com/?_ga=2.73874578.1836882621.1689729897-104085960.1689729897&adult=2&arrive=2023-08-31&chain=21615&child=0&currency=THB&depart=2023-09-06&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","9c77576b-7462-52eb-98b2-4ee50854464a","no bathtub in the Executive room?",""
"37","3145f7e5","2023-07-16 12:46:54","Poland","https://be.synxis.com/?_ga=2.110198597.1939050594.1689511354-1988663209.1689511354&adult=2&arrive=2023-09-26&chain=21615&child=0&currency=THB&depart=2023-09-28&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","3145f7e5-c9c2-5950-b0fa-34c1561312ed","Hi, I was wondering if there is a possibility for later check out than 12:00 PM, I am talking about paying for staying for example till 8:00 PM, because my flight departs at 11:45 PM",""
"36","2276ccea","2023-07-16 10:31:49","Australia","https://be.synxis.com/?_ga=2.44697316.1749547989.1689501622-1895595585.1689501622&adult=2&arrive=2023-10-08&chain=21615&child=0&currency=AUD&depart=2023-10-12&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","2276ccea-1faf-54c4-8c9b-cbbe030be54f","I want to know if twin bed is 2xdoubles or 2xsingles",""
"35","84e6cc36","2023-07-14 21:17:52","United States","https://be.synxis.com/?adult=1&arrive=2023-11-20&chain=21615&child=0&currency=THB&depart=2023-11-24&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Safari 16.5.1","Mac OS X 10.15.7","84e6cc36-9e67-55e7-a462-26817a9de340","Is there a discount code for first time customers? I'm not sure if I want to book with Amara or with Conrad.",""
"34","9ca0dea3","2023-07-11 15:49:08","United Kingdom","https://be.synxis.com/addons?_ga=2.169903076.510698310.1689088035-1137788810.1689088034&adult=1,1,3&arrive=2024-03-29&chain=21615&child=0,0,0&childages=,,&currency=THB&depart=2024-03-31&hotel=76621&level=chain&locale=en-US&rooms=3&sbe_rc=ZDI4NWFhNmEtYTllMS00NGFiLWFkNTAtMmI0NzIyNTk2MGEx","desktop","Firefox 115.0","Windows 10","9ca0dea3-f0e3-5be5-880a-1b8e7b9d1812","iam struggling to book 3 rooms for next year 29th March 2024 to 31st March 2024 for 5 people",""
"33","57867b01","2023-07-10 17:16:01","Poland","https://be.synxis.com/?_ga=2.199367982.1011410367.1689009235-690646716.1689009235&adult=2&arrive=2023-12-18&chain=21615&child=0&currency=THB&depart=2023-12-21&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Mac OS X 10.15.7","57867b01-49c9-5ad8-a99d-caaf6e01ddfa","Hello
Is it possible to early check in? We will come to Bangkok about 7 am",""
"32","9bd0fb8c","2023-07-08 11:15:38","Germany","https://be.synxis.com/?_ga=2.115188942.89813538.1688814894-681839006.1688814894&adult=2&arrive=2023-08-06&chain=21615&child=0&currency=THB&depart=2023-08-08&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","9bd0fb8c-b3b6-5e6a-9cac-1e21ba4fdf4a","hey",""
"31","aea1c772","2023-07-07 07:06:11","Singapore","https://be.synxis.com/?_ga=2.28442684.142729661.1688713456-995028914.1688713456&adult=3&arrive=2023-10-26&chain=21615&child=0&currency=THB&depart=2023-11-02&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","aea1c772-c392-5c6b-919e-77cb3d5d3faf","hi\",""
"30","3e3a48fb","2023-07-06 23:33:33","Belgium","https://be.synxis.com/?_ga=2.164324799.166920628.1688686123-221076037.1688686123&adult=2&arrive=2024-01-16&chain=21615&child=0&currency=EUR&depart=2024-01-20&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Edge 114.0.1823","Windows 10","3e3a48fb-9464-599c-aa4a-c234e389e0b0","Do you allow pets?",""
"29","0bf3354f","2023-07-05 15:23:09","Germany","https://be.synxis.com/?_ga=2.256140427.1064299275.1688570449-858743585.1687965422&adult=1&arrive=2023-07-05&chain=21615&child=0&currency=THB&depart=2023-07-06&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","0bf3354f-a69c-581e-b3c2-1690b518b8eb","no connection",""
"28","d4213901","2023-06-27 04:18:21","Australia","https://be.synxis.com/search-results?_ga=2.37326432.1913245552.1687793472-1827619018.1687793472&_gl=1*nluyix*_ga*MTgyNzYxOTAxOC4xNjg3NzkzNDcy*_ga_TZ709VR8VJ*MTY4Nzc5MzQ3Mi4xLjEuMTY4Nzc5MzUyNS4wLjAuMA..*_ga_KHJQN8MFLN*MTY4Nzc5MzQ3Mi4xLjEuMTY4Nzc5MzUyNS4wLjAuMA..&adult=2&arrive=2023-07-25&chain=21615&child=0&currency=AUD&depart=2023-07-27&hotel=76621&level=chain&locale=en-US&rooms=1&sbe_pl=1","desktop","Chrome 114.0.0","Windows 10","d4213901-3e9c-5137-81be-a5b5fec82188","Hello",""
"27","67463c6c","2023-06-17 16:01:05","United Kingdom","https://be.synxis.com/?_ga=2.36634592.1752038222.1686996549-235518951.1686489890&_gl=1*14qvvxk*_ga*MjM1NTE4OTUxLjE2ODY0ODk4OTA.*_ga_TZ709VR8VJ*MTY4NzAwMzI2Mi40LjEuMTY4NzAwNjU0NC4wLjAuMA..*_ga_KHJQN8MFLN*MTY4NzAwMzI2Mi40LjEuMTY4NzAwNjU0NC4wLjAuMA..&adult=1&arrive=2023-06-17&chain=21615&child=0&currency=THB&depart=2023-06-18&hotel=76621&level=hotel&locale=en-US&rooms=1","desktop","Safari 16.4.1","Mac OS X 10.15.7","67463c6c-a372-5733-971f-9c9412d900d3","Your website isn't working.",""
"26","bd2a44fb","2023-06-06 14:35:09","Germany","https://be.synxis.com/?_ga=2.88721115.1507177623.1686061926-851204622.1686061925&adult=2&arrive=2024-01-07&chain=21615&child=0&currency=THB&depart=2024-01-10&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","bd2a44fb-0249-59b7-9614-65313870034a","huhu",""
"25","7a6b1113","2023-05-29 09:08:21","Germany","https://be.synxis.com/addons?adult=2&arrive=2024-02-22&chain=21615&child=0&children=0&config=initialConfig&currency=EUR&depart=2024-02-25&hotel=76621&level=hotel&locale=en-US&rooms=1&sbe_rc=MjRlOGUzMWItYzBjYi00NmVlLWFiYzQtMTQ5ZmRkOWQ4ZTVh","desktop","Safari 13.1.2","Mac OS X 10.13.6","7a6b1113-cc99-5da6-8fbd-054d107a6a5a","I have one question concerning the club room: The breakfast will also served on the club tag floor?",""
"24","6e667e11","2023-05-24 06:42:38","Singapore","https://be.synxis.com/?_ga=2.163970748.2078016184.1684910433-818453826.1684910433&adult=2&arrive=2023-05-29&chain=21615&child=0&currency=THB&depart=2023-05-30&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 113.0.0","Windows 10","6e667e11-9330-54c9-a769-fad48f83cf29","Hey 
How long the pool is opening?",""
"23","379616e6","2023-05-23 02:34:11","United States","https://be.synxis.com/?_ga=2.132222862.1261263861.1684809014-1520803058.1684809014&adult=1,1,1,1&arrive=2023-11-13&chain=21615&child=0,0,0,0&childages=,,,&currency=THB&depart=2023-11-15&hotel=76621&level=chain&locale=en-US&rooms=4","desktop","Chrome 113.0.0","Windows 10","379616e6-5166-5a87-a67d-57c9e15e99ef","is there a promo code I can use",""
"22","0fce983e","2023-05-17 08:01:03","Austria","https://be.synxis.com/?_ga=2.99137369.631406166.1684310279-488484096.1684310278&adult=2&arrive=2023-06-02&chain=21615&child=0&currency=THB&depart=2023-06-04&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Opera 98.0.0","Windows 10","0fce983e-f041-594c-ac76-b3ad8b38038c","Hi, 
We made a reservation through PEPXpress from June 2 - 4, 2023 on the name of Dina Simulevski.",""
"21","8ee23f20","2023-05-12 09:48:26","Italy","https://be.synxis.com/?_ga=2.15951798.1265321915.1683884788-355944338.1683884787&adult=2&arrive=2023-12-30&chain=21615&child=0&currency=THB&depart=2024-01-01&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 113.0.0","Windows 10","8ee23f20-f927-532c-941b-dc6d49dd6614","c'è la piscina",""
"20","f562a595","2023-05-03 22:08:37","United States","https://be.synxis.com/?_ga=2.9471601.570478309.1683151310-708102451.1683151310&adult=2&arrive=2023-05-19&chain=21615&child=0&currency=USD&depart=2023-05-20&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 101.0.0","Windows 10","f562a595-d6c0-5fec-831d-bd292ee57ddc","I dont know what club benefits are",""
"19","7682f56d","2023-05-03 16:53:06","United States","https://be.synxis.com/?_ga=2.191362990.541002073.1683131669-489047989.1682689334&adult=1&arrive=2023-05-12&chain=21615&child=0&currency=THB&depart=2023-05-14&hotel=76621&level=chain&locale=en-US&rooms=1","desktop","Chrome 112.0.0","Windows 10","7682f56d-2e5c-5ff5-a9c8-252d383d46a4","Hello. I will be arriving in Bangkok at 1am on 13th of May. Would I be able to check in at that very early hour?",""
