"Number","User","Date Submitted","Country","Source URL","Device","Browser","OS","Hotjar User ID","What is stopping you from making a booking?","Tags for: What is stopping you from making a booking?"
"266","707d83ef","2023-09-14 06:14:58","Singapore","https://be.synxis.com/?_ga=2.184520101.268094416.1694672031-1268027789.1694672031&adult=1&arrive=2023-09-14&chain=21615&child=0&currency=SGD&depart=2023-09-15&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 111.0.0","Windows 10","707d83ef-8030-5c0d-be2b-bf71961453ea","I'm checking if I can bring my pet dog",""
"265","7d771f9f","2023-09-11 14:08:12","India","https://be.synxis.com/?_ga=2.15138997.282256056.1694435132-1967600649.1694435132&_gl=1*nt1i3*_ga*MTk2NzYwMDY0OS4xNjk0NDM1MTMy*_ga_R038GNDBDS*MTY5NDQzNTEzMi4xLjEuMTY5NDQzNjU3Mi4wLjAuMA..*_ga_KHJQN8MFLN*MTY5NDQzNTEzMy4xLjEuMTY5NDQzNjU3Mi4wLjAuMA..&adult=1&arrive=2023-09-29&chain=21615&child=0&currency=SGD&depart=2023-10-04&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 109.0.0","Windows 10","7d771f9f-f260-5345-ab20-c48da5554606","the price is on higher side",""
"264","3417b14f","2023-09-08 22:01:41","Philippines","https://be.synxis.com/checkout?adult=2&arrive=2024-02-22&chain=21615&child=1&childages=9&currency=PHP&depart=2024-02-26&filter=META&gclid=CjwKCAjwjOunBhB4EiwA94JWsKQTVgzeQ2a0aTSvUI81sOStL7WZVUhawVdTGLAV4GSL_IE3vxlquBoCyu8QAvD_BwE&gclsrc=ds&hotel=76623&level=chain&locale=en-US&rate=AP60,WKESTA,BFR,AP60B,BFRB&rooms=1&sbe_rc=NGQ4ODM1ODEtMjVhMi00NDM0LWFkMjctNTI4NGM5MzU0ODFm&utm_campaign=MetaI/O&utm_content=PH&utm_medium=MapResults&utm_source=GoogleHPA&wh_token=efd2ea87-b9ca-4ea5-93b4-fbed3c3c4eca-208664-111208","desktop","Chrome 116.0.0","Windows 10","3417b14f-edd2-58a9-9765-f39aa96f3774","would this include 3 breakfast?",""
"263","3cdb8d63","2023-09-07 04:14:40","South Korea","https://be.synxis.com/?adult=1&arrive=2023-10-22&chain=21615&child=0&currency=SGD&depart=2023-10-23&hotel=76623&level=hotel&locale=en-US&rate=AIGAPI&rooms=1","desktop","Chrome 104.0.5112","Windows 10","3cdb8d63-6227-56ce-99e2-e1e6ae19073c","I want to cancel my reservation. Can you support me?",""
"262","00000000","2023-09-06 03:35:19","India","https://be.synxis.com/checkout?_ga=2.192424873.2084645821.1693970574-1219437811.1693970573&_gac&_gl=1*svlblc*_ga*MTIxOTQzNzgxMS4xNjkzOTcwNTcz*_ga_R038GNDBDS*MTY5Mzk3MDU3My4xLjAuMTY5Mzk3MDU3My4wLjAuMA..*_ga_KHJQN8MFLN*MTY5Mzk3MDU3My4xLjAuMTY5Mzk3MDU3My4wLjAuMA..&adult=2&arrive=2023-10-01&chain=21615&child=1&childages=0&currency=SGD&depart=2023-10-06&hotel=76623&level=chain&locale=en-US&rooms=1&sbe_rc=NDczZmMwNjgtYzI5ZC00ODA2LWExOWUtNWU2OWU3MGI5ZDRm","desktop","Chrome 116.0.0","Windows 10","00000000-0000-0000-0000-000000000000","i am not getting 15% discount for the long stay of 5 days",""
"261","00000000","2023-09-04 08:40:47","American Samoa","https://be.synxis.com/?_ga=2.249373767.1546913711.1693816694-611915527.1693816694&adult=1&arrive=2024-08-28&chain=21615&child=0&currency=SGD&depart=2024-08-31&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Safari 16.6","Mac OS X 10.15.7","00000000-0000-0000-0000-000000000000","Price doesn't include taxes.",""
"260","5f51fa44","2023-09-02 04:37:34","Australia","https://be.synxis.com/?_ga=2.132241038.1239458504.1693545652-394197229.1693387004&adult=3&arrive=2024-03-29&chain=21615&child=0&currency=SGD&depart=2024-04-03&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Edge 116.0.1938","Windows 10","5f51fa44-3337-5c5e-a5ff-169ab0cfd9ab","Looking for a room to accommodate three adults",""
"259","86ab973c","2023-08-27 08:07:36","Australia","https://be.synxis.com/?_ga=2.5487091.1333313534.1693123312-1724491958.1693123312&adult=2&arrive=2024-05-22&chain=21615&child=0&currency=SGD&depart=2024-05-29&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Safari 15.6.1","Mac OS X 10.15.7","86ab973c-8db9-5744-9d02-3f2be7d9e2de","Rates in Australian currency",""
"258","84611576","2023-08-26 15:13:15","Philippines","https://be.synxis.com/?adult=3,2&arrive=2023-12-28&chain=21615&child=0,1&childages=,&currency=SGD&depart=2023-12-29&hotel=76623&level=chain&locale=en-US&rooms=2&sbe_rc=Mzc2YzJiMGEtOGY3MC00NjY1LWE1NDctNWUzYjc1ZTJhMDE1LDZmNDc2ZmJjLTdlNWUtNDQyYS1iYjk4LTQ4NjI3YjQ1OTVhYw==&sbe_ri=1","desktop","Edge 116.0.1938","Windows 10","84611576-54e0-58fd-8135-15b80b93bd43","higher rate",""
"257","b818b5c1","2023-08-18 04:54:35","Singapore","https://be.synxis.com/?_ga=2.114222403.550497499.1692334179-373117404.1692334179&adult=1&arrive=2023-10-09&chain=21615&child=0&currency=SGD&depart=2023-10-10&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Edge 115.0.1901","Windows 10","b818b5c1-9661-5cfc-9c2d-62710ff84805","We are looking to organise a meeting.  Do you have conference room booking ?",""
"256","7e5472cd","2023-08-15 08:24:38","Australia","https://be.synxis.com/?adult=1&arrive=2023-08-15&chain=21615&child=0&currency=SGD&depart=2023-08-16&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Firefox 78.0","Mac OS X 10.11","7e5472cd-a44a-59a3-9462-4b46ee3256d1","unable to choose 2 rooms",""
"255","40133286","2023-08-14 06:55:40","Vietnam","https://be.synxis.com/?_ga=2.71333467.993624023.1691995399-710122353.1691995399&adult=1&arrive=2023-08-18&chain=21615&child=0&currency=SGD&depart=2023-08-19&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 115.0.0","Windows 10","40133286-20f4-5c28-8134-889d6ac912cc","Hi There, 

I just sent an email from ngan.do@alchemy-asia.com to book a renovated room at Amara. Could you check please?

Thank you,",""
"254","11b67810","2023-08-12 09:23:48","Australia","https://be.synxis.com/?_ga=2.144900471.2129313105.1691831974-783391277.1691831974&adult=1,2&arrive=2023-09-15&chain=21615&child=0,0&childages=,&currency=SGD&depart=2023-09-18&hotel=76623&level=chain&locale=en-US&rooms=2","desktop","Chrome 115.0.0","Windows 10","11b67810-354e-5424-9e18-312ef75ee676","Having to sign up to be a member",""
"253","a6b933c6","2023-08-10 08:36:27","Australia","https://be.synxis.com/?_ga=2.167230332.371626822.1691656351-1496549385.1691656351&adult=2&arrive=2023-08-24&chain=21615&child=0&currency=SGD&depart=2023-08-25&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 115.0.0","Windows 10","a6b933c6-8931-5742-8600-a0087af4f78f","pool information",""
"252","1830c821","2023-08-09 21:09:37","United States","https://be.synxis.com/checkout?_ga=2.65740206.1495085596.1691614507-289731958.1691614507&_gl=1*1c90lkn*_ga*Mjg5NzMxOTU4LjE2OTE2MTQ1MDc.*_ga_R038GNDBDS*MTY5MTYxNDUwNy4xLjEuMTY5MTYxNDU4Mi4wLjAuMA..*_ga_KHJQN8MFLN*MTY5MTYxNDUwNy4xLjEuMTY5MTYxNDU4Mi4wLjAuMA..&adult=2&arrive=2023-12-08&chain=21615&child=0&currency=SGD&depart=2023-12-11&hotel=76623&level=chain&locale=en-US&rooms=1&sbe_rc=MDNhY2UyNTItYjkzMy00YmNiLWJmNjQtMzJlN2U2MjhhOTA2&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Chrome 115.0.0","Windows 10","1830c821-e980-59c0-b851-b009e5e3e367","the fact that it is non refundable",""
"251","91bbbd42","2023-08-07 17:32:32","India","https://be.synxis.com/?_ga=2.268552118.674585539.1691429340-4714801.1691429339&adult=2,3&arrive=2023-08-18&chain=21615&child=0,0&childages=,&currency=SGD&depart=2023-08-22&hotel=76623&level=chain&locale=en-US&rooms=2","desktop","Chrome 115.0.0","Windows 10","91bbbd42-bf97-5f74-8ea4-3fdda15f1b5b","No  credit card booking ,only SGD payment",""
"250","317a1548","2023-08-04 22:38:59","New Zealand","https://be.synxis.com/?_ga=2.262893188.94890872.1691187770-1050651275.1691187770&_gl=1*15xgwam*_ga*MTA1MDY1MTI3NS4xNjkxMTg3Nzcw*_ga_R038GNDBDS*MTY5MTE4Nzc3MC4xLjEuMTY5MTE4NzgxMC4wLjAuMA..*_ga_KHJQN8MFLN*MTY5MTE4Nzc3MC4xLjEuMTY5MTE4NzgxMC4wLjAuMA..&adult=2&arrive=2023-09-16&chain=21615&child=1&childages=8&currency=NZD&depart=2023-09-19&hotel=76623&level=chain&locale=en-US&rooms=1&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Chrome 115.0.0","Windows 10","317a1548-d56e-5e94-8fa6-a977c58b4449","price of roller away bed for child",""
"249","5dcf24d0","2023-08-02 04:32:53","Singapore","https://be.synxis.com/?_ga=2.244135109.1152938465.1690950496-1533767617.1690950496&adult=2&arrive=2023-08-06&chain=21615&child=0&currency=SGD&depart=2023-08-07&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 109.0.0","Windows 10","5dcf24d0-f9fa-59a2-89b3-174bf72c4dc9","please provide day use price",""
"248","5e8cbd4e","2023-07-31 10:04:11","Hong Kong","https://be.synxis.com/?_ga=2.255894603.1961754119.1690797582-1162123260.1690797582&adult=2&arrive=2023-08-08&chain=21615&child=0&currency=SGD&depart=2023-09-08&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","5e8cbd4e-83b9-534b-87b9-bf3272727899","promo",""
"247","383b581a","2023-07-30 12:59:31","Singapore","https://be.synxis.com/?_ga=2.203296600.854869770.1690721721-587659047.1690721721&adult=1&arrive=2023-09-14&chain=21615&child=0&currency=SGD&depart=2023-09-16&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 115.0.0","Windows 10","383b581a-b887-5ad8-9f6d-0a11a462062d","hi i want to book premium executive room but will i be able to have cancel if there's any last minute changes?",""
"246","c9547b22","2023-07-29 16:07:23","Singapore","https://be.synxis.com/checkout?_ga=2.191594222.571738208.1690646517-2072683388.1690646517&adult=2&arrive=2023-08-28&chain=21615&child=0&currency=SGD&depart=2023-09-01&hotel=76623&level=chain&locale=en-US&rooms=1&sbe_rc=YzMyMWRkNjgtZGNiMi00ZDA4LWI4OTItNjU4MmUwMzJjZjBl","desktop","Chrome 115.0.0","Windows 10","c9547b22-883f-5690-96de-7dfebb3ef3ac","Can i book on behalf of a guest as a member?",""
"245","d717aa47","2023-07-28 02:36:49","Canada","https://be.synxis.com/?_ga=2.181132775.1975366613.1690511552-556529826.1690511552&adult=1&arrive=2023-11-16&chain=21615&child=0&currency=CAD&depart=2023-11-18&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Firefox 115.0","Windows 10","d717aa47-2fa5-5b04-b3c0-904ec5ff3d68","Hello, I have a question",""
"244","8e0631ad","2023-07-25 17:00:31","United Kingdom","https://be.synxis.com/?_ga=2.32690430.1371002858.1690304077-103346259.1690304077&adult=1&arrive=2023-08-25&chain=21615&child=0&currency=SGD&depart=2023-08-29&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","8e0631ad-1316-5c49-9f82-ac37c795f3de","just thinking about the cost",""
"243","0495f979","2023-07-25 05:20:01","India","https://be.synxis.com/?_ga=2.229912661.871923613.1690262215-146026637.1689862321&adult=2&arrive=2023-12-22&chain=21615&child=0&currency=SGD&depart=2023-12-26&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Mac OS X 10.15.7","0495f979-efee-53ee-a2a4-48bd4bbf7e9a","I am travelling with 2 kids and wife. Age of kids 10 and 7. Can I opt for Deluxe king?",""
"242","288e43ae","2023-07-25 02:57:55","India","https://be.synxis.com/?_ga=2.93292958.2006830960.1690253509-1872986853.1690253509&adult=2&arrive=2023-10-09&chain=21615&child=1&currency=SGD&depart=2023-10-11&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","288e43ae-4af0-5637-bb0f-5325a64014cd","we are looking for a one bedrrom apartartment which is not showing",""
"241","776f0eca","2023-07-24 15:29:50","Afghanistan","https://be.synxis.com/?_ga=2.63592042.475162612.1690212194-1297406213.1690212194&_gl=1*1db6tx9*_ga*MTI5NzQwNjIxMy4xNjkwMjEyMTk0*_ga_17FEFTYEYR*MTY5MDIxMjE5My4xLjEuMTY5MDIxMjM4NC4wLjAuMA..*_ga_KHJQN8MFLN*MTY5MDIxMjE5My4xLjEuMTY5MDIxMjM4NC4wLjAuMA..&adult=1&arrive=2023-07-24&chain=21615&child=0&currency=SGD&depart=2023-07-25&hotel=76623&level=chain&locale=en-US&rooms=1&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Safari 15.1","Mac OS X 10.15.7","776f0eca-7d1f-5a40-9dad-98801826b021","THE PRICE.",""
"240","eae1017a","2023-07-24 02:05:27","China","https://be.synxis.com/?_ga=2.178284324.1627906531.1690164095-84312960.1690164095&adult=2&arrive=2023-07-29&chain=21615&child=0&currency=SGD&depart=2023-07-30&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 109.0.0","Windows 10","eae1017a-c62d-59fe-8d15-eb2022e637e7","7-28到7-30",""
"239","61645830","2023-07-16 14:54:48","Hong Kong","https://be.synxis.com/?_ga=2.4826480.214337776.1689518958-1580822308.1689518958&adult=2,2&arrive=2023-09-20&chain=21615&child=0,0&childages=,&currency=SGD&depart=2023-09-25&hotel=76623&level=chain&locale=en-US&rooms=2","desktop","Chrome 114.0.0","Windows 10","61645830-5f8e-5d7a-ae65-12b4e3179a42","do you have senior citizen discount?",""
"238","db6104b5","2023-07-14 07:09:28","Singapore","https://be.synxis.com/?_ga=2.26774207.384248726.1689308453-1298035500.1689308452&_gl=1*1dp823j*_ga*MTI5ODAzNTUwMC4xNjg5MzA4NDUy*_ga_KHJQN8MFLN*MTY4OTMwODQ1Mi4xLjEuMTY4OTMwODYyNC4wLjAuMA..*_ga_9M0H4JQ8VZ*MTY4OTMwODQ1My4xLjEuMTY4OTMwODYyNC4wLjAuMA..&adult=2&arrive=2023-10-08&chain=21615&child=0&currency=SGD&depart=2023-10-10&hotel=76623&level=chain&locale=en-US&rooms=1&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Edge 114.0.1823","Windows 10","db6104b5-3dbb-570f-a356-98708d6877d5","Hi.. May I know If want to add on breakfast how much per person?",""
"237","6179ae05","2023-07-13 15:16:36","Ivory Coast","https://be.synxis.com/signin?&chain=21615&hotel=76623","desktop","Chrome 114.0.0","Windows 10","6179ae05-8d33-58d4-98da-e95056ef1426","expensive & price increase",""
"236","4874da1a","2023-07-12 18:47:19","Canada","https://be.synxis.com/checkout?_ga=2.14942006.1897706487.1689187339-1602499395.1689187339&adult=2&arrive=2023-09-03&chain=21615&child=0&currency=SGD&depart=2023-09-08&hotel=76623&level=chain&locale=en-US&rooms=1&sbe_rc=OGFlZGVhMDUtNDhhYS00NzkzLWFkMjgtYzBhODRlOWJiNWFh","desktop","Chrome 114.0.0","Windows 10","4874da1a-9c5c-5905-b2f0-76a5e9509d54","Rate appeared to have gone up. Yesterday it was $1265.28 for 5 nights.",""
"235","47b5853f","2023-07-12 17:40:11","India","https://be.synxis.com/?_ga=2.244558085.1085990543.1689183439-866172197.1689183439&_gl=1*cmmk1t*_ga*ODY2MTcyMTk3LjE2ODkxODM0Mzk.*_ga_KHJQN8MFLN*MTY4OTE4MzQzOC4xLjEuMTY4OTE4MzQ0Ni4wLjAuMA..*_ga_9M0H4JQ8VZ*MTY4OTE4MzQ0Ny4xLjAuMTY4OTE4MzQ0Ny4wLjAuMA..&adult=1&arrive=2023-07-13&chain=21615&child=0&currency=SGD&depart=2023-07-14&hotel=76623&level=chain&locale=en-US&rooms=1&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Chrome 114.0.0","Mac OS X 10.15.7","47b5853f-7058-5d67-a239-de57bd0486de","I WANT TO PRE PAY , BUT IT SAYS PAY AT HOTEL",""
"234","582eefb3","2023-07-11 05:33:53","United Arab Emirates","https://be.synxis.com/reservation-list?_ga=2.139073140.633994310.1688996674-984524843.1688296390&_gl=1*jn34hw*_ga*OTg0NTI0ODQzLjE2ODgyOTYzOTA.*_ga_R038GNDBDS*MTY4OTA1MzUwMC40LjEuMTY4OTA1MzUxNS4wLjAuMA..*_ga_KHJQN8MFLN*MTY4OTA1MzUwMC40LjEuMTY4OTA1MzUxNS4wLjAuMA..&adult=1&arrive=2023-07-11&chain=21615&child=0&currency=SGD&depart=2023-07-12&hotel=76623&level=hotel&locale=en-US&rooms=1&utm_campaign=members-login&utm_medium=link&utm_source=top-nav-menu","desktop","Safari 16.5.1","Mac OS X 10.15.7","582eefb3-9e02-537c-aaa3-8e675a10117a","hello",""
"233","392ddd94","2023-07-04 09:40:52","Australia","https://be.synxis.com/?_ga=2.268423944.781609421.1688463553-806833399.1688463553&adult=2&arrive=2023-12-14&chain=21615&child=0&currency=SGD&depart=2023-12-16&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","392ddd94-2200-5e69-899f-2d7f24cef5f1","I'm not a member",""
"232","80ee51d4","2023-07-03 09:40:30","India","https://be.synxis.com/?_ga=2.170187811.2018773211.1688376507-33715632.1688376507&adult=2,3&arrive=2023-07-23&chain=21615&child=0,0&childages=,&currency=SGD&depart=2023-07-26&hotel=76623&level=chain&locale=en-US&rooms=2","desktop","Edge 114.0.1823","Windows 10","80ee51d4-cef0-5da8-accd-38225cb5663f","hi",""
"231","2b361bd3","2023-07-03 04:59:09","Philippines","https://be.synxis.com/?_ga=2.39626090.898143328.1688359832-1882924362.1688359832&_gl=1*1mkic7n*_ga*MTg4MjkyNDM2Mi4xNjg4MzU5ODMy*_ga_KHJQN8MFLN*MTY4ODM1OTgzMS4xLjEuMTY4ODM1OTg2Mi4wLjAuMA..*_ga_9M0H4JQ8VZ*MTY4ODM1OTgzMS4xLjEuMTY4ODM1OTg2Mi4wLjAuMA..&adult=2&arrive=2023-07-04&chain=21615&child=2&currency=SGD&depart=2023-07-10&hotel=76623&level=chain&locale=en-US&rooms=1&utm_campaign=members-programme&utm_medium=website&utm_source=programme-landing-page","desktop","Chrome 114.0.0","Windows 10","2b361bd3-6e75-5d6c-8d80-e81e7cb8d402","hi",""
"230","5172dc48","2023-07-01 18:47:33","Canada","https://be.synxis.com/?_ga=2.2639347.2126570908.1688237157-1243608285.1688237157&adult=4&arrive=2023-09-30&chain=21615&child=0&currency=SGD&depart=2023-10-14&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Edge 114.0.1823","Windows 10","5172dc48-43ea-5972-abbd-3dafe21186ba","website is lagging",""
"229","8dbc7643","2023-06-30 06:08:37","India","https://be.synxis.com/?_ga=2.154699504.932299740.1688105232-506061674.1688105232&adult=2&arrive=2023-07-01&chain=21615&child=0&currency=SGD&depart=2023-07-02&hotel=76623&level=chain&locale=en-US&promo=AAA&rooms=1","desktop","Chrome 114.0.0","Chrome OS 14541.0.0","8dbc7643-e429-523a-8882-f4e40d7f9ee9","hi",""
"228","0ad68f06","2023-06-30 03:32:01","South Korea","https://be.synxis.com/?_ga=2.203951120.1264239070.1688095782-1031082750.1688095781&adult=2&arrive=2023-07-06&chain=21615&child=0&currency=SGD&depart=2023-07-08&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","0ad68f06-a6e1-5d1e-b05d-fd3b63a02826","can we find more reasonable price?",""
"227","44c19879","2023-06-30 03:22:16","Singapore","https://be.synxis.com/?adult=2&arrive=2023-07-07&chain=21615&child=0&children=0&config=Member&currency=SGD&depart=2023-07-09&hotel=76623&level=hotel&locale=en-US&rooms=1&token=30303132317e4a366a5a63776e6a6356524d5776454c3144394e52537359434e517042733761346a637a7a543431617641355769414b5643486531725147684249462f336a3865766870304263445077326f467043396a353450424e554e4945466a39414549414a424d675244684f476831484a69777170383259746170654541376461636435416d65584e722b38716371644d4336505150763932652b73346772584a41443142354d4b614c6a6e5a43437336447952796b42704633336b4a734368753369","desktop","Chrome 114.0.0","Windows 10","44c19879-7ef5-5cd9-bd34-5d456d4448a5","I am not sure of my username",""
"226","a912f61a","2023-06-28 00:22:07","Japan","https://be.synxis.com/?_ga=2.221099608.1594968283.1687911408-2055657036.1687477424&adult=1&arrive=2023-07-24&chain=21615&child=0&currency=SGD&depart=2023-07-26&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Edge 114.0.1823","Windows 10","a912f61a-b22b-51e6-9d78-8e7e59b8dd34","is there a ""deluxe room"" ?",""
"225","e553e955","2023-06-27 15:17:21","United Kingdom","https://be.synxis.com/?_ga=2.229148319.2085297178.1687877911-1320185608.1687877911&adult=2&arrive=2024-04-26&chain=21615&child=0&currency=SGD&depart=2024-04-28&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Edge 114.0.1823","Windows 10","e553e955-377d-5fcf-836b-c5808075496f","What the difference between a Premium exec and an exec room?",""
"224","81e031cb","2023-06-27 03:32:00","Australia","https://be.synxis.com/?_ga=2.113036932.1828757968.1687835923-1229168779.1687835923&adult=2&arrive=2023-07-07&chain=21615&child=0&currency=SGD&depart=2023-07-09&hotel=76623&level=chain&locale=en-US&rooms=1","desktop","Chrome 114.0.0","Windows 10","81e031cb-7b2d-58a8-9e89-21bb5b27ea83","Do you have a bus transfer to the airport as I have a early flight",""
